專屬碼	名稱	lv1成長係數	lv2成長係數	lv3成長係數	lv4成長係數	lv5成長係數	回收價格	販賣價格	說明	裝備等級	套裝編號	ICON編號	MODEL編號	初始品質	初始屬性	隱藏	(舊)品質1插槽格式	(舊)品質2插槽格式	(舊)品質3插槽格式	(舊)品質4插槽格式	(舊)品質5插槽格式	(舊)品質6插槽格式	品質1插槽格式	品質2插槽格式	品質3插槽格式	品質4插槽格式	品質5插槽格式	品質6插槽格式	分類標籤	爆衣ID	出處	顯示稀有度	碎片轉換數	初始星數	附魔次數限制
0101007	9001007	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6]	[2,2,2,2,2,2,2,3]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6]	[3,3,3,3,3,3,3,3]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9101007	0		UI_CH00H007	CH00H007	1	[0,0,5,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	["0201065","0201059","0201052","0201009","0201015","0201001"]	["0201036","0201042","0201047","0201021","0201020","0201025"]	0		none	S	40	2	10
0101008	9001008	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101008	0		UI_CH00H008	CH00H008	1	[0,5,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	["0201065","0201059","0201052","0201009","0201015","0201001"]	[]	0		eshop	A	30	2	5
0101009	9001009	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101009	0		UI_CH00H009	CH00H009	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	[]	[]	0		gdraw	B	20	1	3
0101010	9001010	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101010	0		UI_CH00H010	CH00H010	1	[0,0,5,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	["0201065","0201059","0201052","0201009","0201015","0201001"]	[]	0		gdraw	A	30	2	5
0101011	9001011	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101011	0		UI_CH00H011	CH00H011	1	[0,5,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	[]	[]	0		none	B	20	1	3
0101012	9001012	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	7500	{"1":600000,"2":1600,"3":4000,"4":2000}	9101012	0		UI_CH00H012	CH00H012	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		none	C	10	1	0
0101013	9001013	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101013	0		UI_CH00H013	CH00H013	1	[0,0,5,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	[]	[]	0		gdraw	B	20	1	3
0101014	9001014	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9101014	0		UI_CH00H014	CH00H014	1	[0,5,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		none	C	10	1	0
0101015	9001015	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101015	0		UI_CH00H015	CH00H015	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	[]	[]	0		gdraw	B	20	1	3
0101016	9001016	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101016	0		UI_CH00H016	CH00H016	1	[0,0,5,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	[]	[]	0		none	B	20	1	3
0101017	9001017	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101017	0		UI_CH00H017	CH00H017	1	[0,5,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		none	C	10	1	0
0101018	9001018	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101018	0		UI_CH00H018	CH00H018	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	["0201065","0201059","0201052","0201009","0201015","0201001"]	[]	0		vdraw	A	30	2	5
0101019	9001019	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101019	0		UI_CH00H019	CH00H019	1	[0,0,5,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	["0201065","0201059","0201052","0201009","0201015","0201001"]	[]	0		none	A	30	2	5
0101020	9001020	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101020	0		UI_CH00H020	CH00H020	1	[0,5,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	["0201065","0201059","0201052","0201009","0201015","0201001"]	[]	0		v2draw	A	30	2	5
0101021	9001021	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9101021	0		UI_CH00H021	CH00H021	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	[]	[]	[]	[]	0		gdraw	D	10	1	0
0101022	9001022	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9101022	0		UI_CH00H022	CH00H022	1	[0,0,5,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		gdraw	C	10	1	0
0101023	9001023	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101023	0		UI_CH00H023	CH00H023	1	[0,5,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	["0201065","0201059","0201052","0201009","0201015","0201001"]	[]	0		gdraw	A	30	2	5
0101024	9001024	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101024	0		UI_CH00H024	CH00H024	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	[]	[]	0		none	B	20	1	3
0101025	9001025	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101025	0		UI_CH00H025	CH00H025	1	[0,0,5,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	[]	[]	0		none	B	20	1	3
0101026	9001026	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9101026	0		UI_CH00H026	CH00H026	1	[0,5,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		none	C	10	1	0
0101027	9001027	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101027	0		UI_CH00H027	CH00H027	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	[]	[]	0		none	B	20	1	3
0101028	9001028	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9101028	0		UI_CH00H028	CH00H028	1	[0,0,5,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		none	C	10	1	0
0101029	9001029	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9101029	0		UI_CH00H029	CH00H029	1	[0,5,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		none	C	10	1	0
0101030	9001030	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101030	0		UI_CH00H030	CH00H030	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	["0201065","0201059","0201052","0201009","0201015","0201001"]	[]	0		none	A	30	2	5
0101031	9001031	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101031	0		UI_CH00H008_1	CH00H008_1	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	["0201065","0201059","0201052","0201009","0201015","0201001"]	[]	0		v2draw	A	30	2	5
0101032	9001032	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9101032	0		UI_CH00H009_1	CH00H009_1	1	[0,0,5,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	[]	[]	0		eshop	B	20	1	3
0101033	9001033	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9101033	0		UI_CH00H010_1	CH00H010_1	1	[0,5,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	["0201065","0201059","0201052","0201009","0201015","0201001"]	[]	0		vdraw	A	30	2	5
0101034	9001034	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9101034	0		UI_CH00H011_1	CH00H011_1	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		none	C	10	1	0
0101035	9001035	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9101035	0		UI_CH00H012_1	CH00H012_1	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		none	C	10	1	0
0101036	9001036	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9101036	0		UI_CH00H013_1	CH00H013_1	1	[0,0,5,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		none	C	10	1	0
0101037	9001037	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9101037	0		UI_CH00H014_1	CH00H014_1	1	[0,5,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	["0201058","0201052","0201063","0201062","0201025","0201025"]	[]	[]	0		none	B	20	1	3
0101038	9001038	[1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2]	[1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5]	[2,2,2,2,2,2,2,2]	[2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5]	[3,3,3,3,3,3,3,3]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9101038	0		UI_CH00H015_1	CH00H015_1	1	[5,0,0,10,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201025","0201025","0201025"]	["0201020","0201026","0201025","0201001","0201007","0201013"]	["0201021","0201020","0201025","0201031","0201037","0201043"]	[]	[]	[]	0		none	C	10	1	0
