專屬碼	名稱	限制時間	拳館獲得經驗值	角色獲得經驗值	消耗行動力	失敗消耗行動力	次數限制	獎勵	NPC專屬碼	NPC_AI模式	NPC_難度	是否可重覆	獲得金幣倍率	賽場編號	賽場徽標	拳館等級需求	據點ICON	關卡敘述	NPC爬起次數 	讀秒區間1	讀秒區間2	圖紙	回合時間	勝利條件類型	勝利條件變數	爆衣機率	頭套ID
1006061	9013096	3	24	58	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511026":{"base":1,"amount":2},"0511021":{"base":5,"amount":3},"0511009":{"base":3,"amount":2},"0505102":{"amount":3},"0505107":{"amount":3}}}	2001032	105	4.50	1	2.04	outer_floor_d5	ring_floor_d5	40	stage06map_point_02	9113096	1	4	8	{}	0	0	0	60	
1006062	9013096	3	24	58	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511009":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0502036":{"base":3,"amount":2},"0505651":{"amount":6}}}	2001032	105	4.50	1	2.04	outer_floor_d5	ring_floor_d5	40	stage06map_point_02	9113096	1	4	8	{}	0	0	0	30	
1006063	9013096	3	24	58	24	4	0	{"150":{"0503054":{"amount":5}},"1000":{"0511009":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0502036":{"base":3,"amount":2},"0505667":{"amount":3}}}	2001032	105	4.50	1	2.04	outer_floor_d5	ring_floor_d5	40	stage06map_point_02	9113096	1	4	8	{}	0	0	0	10	
1006091	9013099	3	24	58	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511003":{"base":1,"amount":2},"0511027":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0506053":{"amount":3}}}	2001033	106	3.00	1	2.10	outer_floor_d5	ring_floor_d5	40	stage06map_point_01	9113099	1	4	8	{}	0	0	0	60	
1006092	9013099	3	24	58	24	4	0	{"150":{"0202007":{"amount":1}},"1000":{"0511021":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0505004":{"base":3,"amount":2},"0506054":{"amount":1}}}	2001033	106	3.00	1	2.10	outer_floor_d5	ring_floor_d5	40	stage06map_point_01	9113099	1	4	8	{}	0	0	0	30	
1006093	9013099	3	24	58	24	4	0	{"150":{"0502054":{"amount":1}},"1000":{"0511021":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0505004":{"base":3,"amount":2},"0506057":{"amount":1}}}	2001033	106	3.00	1	2.10	outer_floor_d5	ring_floor_d5	40	stage06map_point_01	9113099	1	4	8	{}	0	0	0	10	
1006121	9013102	3	24	60	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511002":{"base":1,"amount":2},"0511009":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0506079":{"amount":3}}}	2001034	107	3.50	1	2.14	outer_floor_d5	ring_floor_d5	40	stage06map_point_03	9113102	2	4	8	{}	0	0	0	60	
1006122	9013102	3	24	60	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511003":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0505004":{"base":3,"amount":2},"0506651":{"amount":6},"0506668":{"amount":3}}}	2001034	107	3.50	1	2.14	outer_floor_d5	ring_floor_d5	40	stage06map_point_03	9113102	2	4	8	{}	0	0	0	30	
1006123	9013102	3	24	60	24	4	0	{"150":{"0502054":{"amount":5}},"1000":{"0511003":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0505004":{"base":3,"amount":2},"0506687":{"amount":3}}}	2001034	107	3.50	1	2.14	outer_floor_d5	ring_floor_d5	40	stage06map_point_03	9113102	2	4	8	{}	0	0	0	10	
1006151	9013105	3	24	60	24	4	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511003":{"base":1,"amount":2},"0511021":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0501005":{"amount":6}}}	2001035	108	4.00	1	2.18	outer_floor_d5	ring_floor_d5	40	stage06map_point_04	9113105	2	4	8	{}	0	0	0	60	
1006152	9013105	3	24	60	24	4	0	{"150":{"0202007":{"base":1,"amount":2}},"1000":{"0511015":{"base":1,"amount":2},"0511014":{"base":5,"amount":3},"0503005":{"base":3,"amount":2},"0501006":{"amount":6}}}	2001035	108	4.00	1	2.18	outer_floor_d5	ring_floor_d5	40	stage06map_point_04	9113105	2	4	8	{}	0	0	0	30	
1006153	9013105	3	24	60	24	4	0	{"150":{"0506054":{"amount":5}},"1000":{"0511015":{"base":1,"amount":2},"0511014":{"base":5,"amount":3},"0503005":{"base":3,"amount":2},"0501007":{"amount":6}}}	2001035	108	4.00	1	2.18	outer_floor_d5	ring_floor_d5	40	stage06map_point_04	9113105	2	4	8	{}	0	0	0	10	
1006181	9013108	3	24	60	24	4	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511003":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511009":{"base":3,"amount":2},"0501063":{"amount":6}}}	2001036	109	6.00	1	2.25	outer_floor_d5	ring_floor_d5	40	stage06map_point_01	9113108	2	4	8	{}	0	0	0	60	
1006182	9013108	3	24	60	24	4	0	{"150":{"0202007":{"base":1,"amount":2}},"1000":{"0511027":{"base":1,"amount":2},"0511003":{"base":5,"amount":3},"0502036":{"base":3,"amount":2},"0501065":{"amount":6}}}	2001036	109	6.00	1	2.25	outer_floor_d5	ring_floor_d5	40	stage06map_point_01	9113108	2	4	8	{}	0	0	0	30	
1006183	9013108	3	24	60	24	4	0	{"150":{"0506054":{"amount":5}},"1000":{"0511027":{"base":1,"amount":2},"0511003":{"base":5,"amount":3},"0502036":{"base":3,"amount":2},"0501066":{"amount":6},"0501068":{"amount":6}}}	2001036	109	6.00	1	2.25	outer_floor_d5	ring_floor_d5	40	stage06map_point_01	9113108	2	4	8	{}	0	0	0	10	
1007031	9013111	3	24	63	24	4	0	{"1000":{"0511004":{"base":1,"amount":2},"0511022":{"base":5,"amount":3},"0511027":{"base":3,"amount":2},"0501072":{"amount":1},"0502009":{"amount":6}}}	2001037	140	1.50	1	2.30	outer_floor_d	ring_floor_d	51	stage07map_point_01	9113111	2	4	8	{}	0	0	0	60	
1007032	9013111	3	24	63	24	4	0	{"1000":{"0503004":{"base":1,"amount":2},"051107":{"base":5,"amount":3},"0511020":{"base":3,"amount":2},"0502047":{"amount":6}}}	2001037	140	1.50	1	2.30	outer_floor_d	ring_floor_d	51	stage07map_point_01	9113111	2	4	8	{}	0	0	0	30	
1007033	9013111	3	24	63	24	4	0	{"1000":{"0503004":{"base":1,"amount":2},"051107":{"base":5,"amount":3},"0511020":{"base":3,"amount":2},"0502051":{"amount":3}}}	2001037	140	1.50	1	2.30	outer_floor_d	ring_floor_d	51	stage07map_point_01	9113111	2	4	8	{"332":{"5003505":{"base":1,"amount":1}}}	0	0	0	10	
1007061	9013114	3	24	63	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511004":{"base":1,"amount":2},"0511022":{"base":5,"amount":3},"0511010":{"base":3,"amount":2},"0502074":{"amount":6}}}	2001038	141	2.00	1	2.34	outer_floor_d	ring_floor_d	51	stage07map_point_02	9113114	1	4	8	{}	0	0	0	60	
1007062	9013114	3	24	63	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511009":{"base":3,"amount":2},"0502075":{"amount":6}}}	2001038	141	2.00	1	2.34	outer_floor_d	ring_floor_d	51	stage07map_point_02	9113114	1	4	8	{}	0	0	0	30	
1007063	9013114	3	24	63	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511009":{"base":3,"amount":2},"0502077":{"amount":6},"0502080":{"amount":6}}}	2001038	141	2.00	1	2.34	outer_floor_d	ring_floor_d	51	stage07map_point_02	9113114	1	4	8	{"332":{"5003505":{"base":1,"amount":1}}}	0	0	0	10	
1007091	9013117	3	24	63	24	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511004":{"base":1,"amount":2},"0511028":{"base":5,"amount":3},"0511016":{"base":3,"amount":2},"0502093":{"amount":3}}}	2001039	142	2.50	1	2.38	outer_floor_d	ring_floor_d	51	stage07map_point_03	9113117	2	4	8	{}	0	0	0	60	
1007092	9013117	3	24	63	24	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511004":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0502094":{"amount":6},"0502096":{"amount":6}}}	2001039	142	2.50	1	2.38	outer_floor_d	ring_floor_d	51	stage07map_point_03	9113117	2	4	8	{}	0	0	0	30	
1007093	9013117	3	24	63	24	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511004":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0502097":{"amount":3}}}	2001039	142	2.50	1	2.38	outer_floor_d	ring_floor_d	51	stage07map_point_03	9113117	2	4	8	{"332":{"5002503":{"base":1,"amount":1}}}	0	0	0	10	
1007121	9013120	3	24	65	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511010":{"base":5,"amount":3},"0511028":{"base":3,"amount":2},"0502202":{"amount":6}}}	2001040	143	3.50	1	2.42	outer_floor_d	ring_floor_d	51	stage07map_point_04	9113120	1	4	8	{}	0	0	0	60	
1007122	9013120	3	24	65	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511027":{"base":3,"amount":2},"0502203":{"amount":6}}}	2001040	143	3.50	1	2.42	outer_floor_d	ring_floor_d	51	stage07map_point_04	9113120	1	4	8	{}	0	0	0	30	
1007123	9013120	3	24	65	24	4	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511027":{"base":3,"amount":2},"0502204":{"amount":6}}}	2001040	143	3.50	1	2.42	outer_floor_d	ring_floor_d	51	stage07map_point_04	9113120	1	4	8	{"332":{"5002503":{"base":1,"amount":1}}}	0	0	0	10	
1007151	9013123	3	24	65	24	4	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0511003":{"base":1,"amount":2},"0511022":{"base":5,"amount":3},"0511016":{"base":3,"amount":2},"0502209":{"amount":6}}}	2001041	144	2.00	1	2.46	outer_floor_d	ring_floor_d	51	stage07map_point_05	9113123	2	4	8	{}	0	0	0	60	
1007152	9013123	3	24	65	24	4	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511010":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0502210":{"amount":6}}}	2001041	144	2.00	1	2.46	outer_floor_d	ring_floor_d	51	stage07map_point_05	9113123	2	4	8	{}	0	0	0	30	
1007153	9013123	3	24	65	24	4	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511010":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0502211":{"amount":6},"0502212":{"amount":6}}}	2001041	144	2.00	1	2.46	outer_floor_d	ring_floor_d	51	stage07map_point_05	9113123	2	4	8	{"332":{"5001028":{"base":1,"amount":1}}}	0	0	0	10	
1007181	9013126	3	24	65	24	4	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0511004":{"base":1,"amount":2},"0511003":{"base":5,"amount":3},"0511022":{"base":3,"amount":2},"0502230":{"amount":6},"0502231":{"amount":6}}}	2001042	145	2.50	1	2.50	outer_floor_d	ring_floor_d	51	stage07map_point_06	9113126	1	4	8	{}	0	0	0	60	
1007182	9013126	3	24	65	24	4	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511004":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0502232":{"amount":6}}}	2001042	145	2.50	1	2.50	outer_floor_d	ring_floor_d	51	stage07map_point_06	9113126	1	4	8	{}	0	0	0	30	
1007183	9013126	3	24	65	24	4	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511004":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0502233":{"amount":6}}}	2001042	145	2.50	1	2.50	outer_floor_d	ring_floor_d	51	stage07map_point_06	9113126	1	4	8	{"332":{"5001028":{"base":1,"amount":1}}}	0	0	0	10	
1008031	9013129	3	28	73	28	6	0	{"150":{"0202009":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511010":{"base":5,"amount":3},"0511022":{"base":3,"amount":2},"0503015":{"amount":6}}}	2001043	158	1.50	1	2.60	outer_floor_d1	ring_floor_d1	62	stage08map_point_01	9113129	2	4	8	{}	0	0	0	60	
1008032	9013129	3	28	73	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0503020":{"amount":6}}}	2001043	158	1.50	1	2.60	outer_floor_d1	ring_floor_d1	62	stage08map_point_01	9113129	2	4	8	{}	0	0	0	30	
1008033	9013129	3	28	73	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0503022":{"amount":3},"0503051":{"amount":3}}}	2001043	158	1.50	1	2.60	outer_floor_d1	ring_floor_d1	62	stage08map_point_01	9113129	2	4	8	{"332":{"5003506":{"base":1,"amount":1}}}	0	0	0	10	
1008061	9013132	3	28	73	28	6	0	{"1000":{"0511004":{"base":1,"amount":2},"0511022":{"base":5,"amount":3},"0511010":{"base":3,"amount":2},"0503062":{"amount":3}}}	2001044	159	2.00	1	2.70	outer_floor_d1	ring_floor_d1	62	stage08map_point_05	9113132	1	4	8	{}	0	0	0	60	
1008062	9013132	3	28	73	28	6	0	{"1000":{"0511022":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511009":{"base":3,"amount":2},"0503065":{"amount":6},"0503066":{"amount":6}}}	2001044	159	2.00	1	2.70	outer_floor_d1	ring_floor_d1	62	stage08map_point_05	9113132	1	4	8	{}	0	0	0	30	
1008063	9013132	3	28	73	28	6	0	{"1000":{"0511022":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511009":{"base":3,"amount":2},"0503067":{"amount":6}}}	2001044	159	2.00	1	2.70	outer_floor_d1	ring_floor_d1	62	stage08map_point_05	9113132	1	4	8	{"332":{"5003506":{"base":1,"amount":1}}}	0	0	0	10	
1008091	9013135	3	28	73	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511010":{"base":1,"amount":2},"0511028":{"base":5,"amount":3},"0511016":{"base":3,"amount":2},"0503077":{"amount":6}}}	2001045	160	2.00	1	2.80	outer_floor_d1	ring_floor_d1	62	stage08map_point_03	9113135	2	4	8	{}	0	0	0	60	
1008092	9013135	3	28	73	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511010":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0503079":{"amount":6}}}	2001045	160	2.00	1	2.80	outer_floor_d1	ring_floor_d1	62	stage08map_point_03	9113135	2	4	8	{}	0	0	0	30	
1008093	9013135	3	28	73	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511010":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0503080":{"amount":3}}}	2001045	160	2.00	1	2.80	outer_floor_d1	ring_floor_d1	62	stage08map_point_03	9113135	2	4	8	{"332":{"5002504":{"base":1,"amount":1}}}	0	0	0	10	
1008121	9013138	3	28	75	28	6	0	{"150":{"0202009":{"amount":1}},"1000":{"0511010":{"base":1,"amount":2},"0511004":{"base":5,"amount":3},"0511028":{"base":3,"amount":2},"0503085":{"amount":6}}}	2001046	161	2.00	1	2.90	outer_floor_d1	ring_floor_d1	62	stage08map_point_04	9113138	1	4	8	{}	0	0	0	60	
1008122	9013138	3	28	75	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511004":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511027":{"base":3,"amount":2},"0503086":{"amount":6},"0503087":{"amount":6}}}	2001046	161	2.00	1	2.90	outer_floor_d1	ring_floor_d1	62	stage08map_point_04	9113138	1	4	8	{}	0	0	0	30	
1008123	9013138	3	28	75	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511004":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511027":{"base":3,"amount":2},"0503088":{"amount":3}}}	2001046	161	2.00	1	2.90	outer_floor_d1	ring_floor_d1	62	stage08map_point_04	9113138	1	4	8	{"332":{"5002504":{"base":1,"amount":1}}}	0	0	0	10	
1008151	9013141	3	28	75	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511004":{"base":1,"amount":2},"0511022":{"base":5,"amount":3},"0511016":{"base":3,"amount":2},"0503092":{"amount":6},"0503093":{"amount":6}}}	2001047	162	1.50	1	2.90	outer_floor_d1	ring_floor_d1	62	stage08map_point_05	9113141	2	4	8	{}	0	0	0	60	
1008152	9013141	3	28	75	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511004":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0503094":{"amount":6}}}	2001047	162	1.50	1	2.90	outer_floor_d1	ring_floor_d1	62	stage08map_point_05	9113141	2	4	8	{}	0	0	0	30	
1008153	9013141	3	28	75	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511004":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0503095":{"amount":6}}}	2001047	162	1.50	1	2.90	outer_floor_d1	ring_floor_d1	62	stage08map_point_05	9113141	2	4	8	{"332":{"5005507":{"base":1,"amount":1}}}	0	0	0	10	
1008181	9013144	3	28	75	28	6	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0511009":{"base":1,"amount":2},"0511004":{"base":5,"amount":3},"0511022":{"base":3,"amount":2},"0503105":{"amount":6}}}	2001048	163	2.00	1	3.00	outer_floor_d1	ring_floor_d1	62	stage08map_point_06	9113144	1	4	8	{}	0	0	0	60	
1008182	9013144	3	28	75	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511010":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511003":{"base":3,"amount":2},"0503106":{"amount":6}}}	2001048	163	2.00	1	3.00	outer_floor_d1	ring_floor_d1	62	stage08map_point_06	9113144	1	4	8	{}	0	0	0	30	
1008183	9013144	3	28	75	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511010":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511003":{"base":3,"amount":2},"0503107":{"amount":6},"0503108":{"amount":6}}}	2001048	163	2.00	1	3.00	outer_floor_d1	ring_floor_d1	62	stage08map_point_06	9113144	1	4	8	{"332":{"5005507":{"base":1,"amount":1}}}	0	0	0	10	
1009031	9013147	3	28	78	28	6	0	{"150":{"0202009":{"amount":1}},"1000":{"0511009":{"base":1,"amount":2},"0511021":{"base":5,"amount":3},"0511010":{"base":3,"amount":2},"0504001":{"amount":6},"0504002":{"amount":6}}}	2001049	176	1.25	1	3.10	outer_floor_d2	ring_floor_d2	71	stage09map_point_01	9113147	2	4	8	{}	0	0	0	60	
1009032	9013147	3	28	78	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511010":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0504003":{"amount":6}}}	2001049	176	1.25	1	3.10	outer_floor_d2	ring_floor_d2	71	stage09map_point_01	9113147	2	4	8	{}	0	0	0	30	
1009033	9013147	3	28	78	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511010":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0505019":{"amount":3}}}	2001049	176	1.25	1	3.10	outer_floor_d2	ring_floor_d2	71	stage09map_point_01	9113147	2	4	8	{"332":{"5003507":{"base":1,"amount":1}}}	0	0	0	10	
1009061	9013150	3	28	78	28	6	0	{"1000":{"0511004":{"base":1,"amount":2},"0511016":{"base":5,"amount":3},"0511010":{"base":3,"amount":2},"0505062":{"amount":3}}}	2001050	177	1.25	1	3.10	outer_floor_d2	ring_floor_d2	71	stage09map_point_02	9113150	1	4	8	{}	0	0	0	60	
1009062	9013150	3	28	78	28	6	0	{"1000":{"0511004":{"base":1,"amount":2},"0511014":{"base":5,"amount":3},"0511009":{"base":3,"amount":2},"0505063":{"amount":6}}}	2001050	177	1.25	1	3.10	outer_floor_d2	ring_floor_d2	71	stage09map_point_02	9113150	1	4	8	{}	0	0	0	30	
1009063	9013150	3	28	78	28	6	0	{"1000":{"0511004":{"base":1,"amount":2},"0511014":{"base":5,"amount":3},"0511009":{"base":3,"amount":2},"0505065":{"amount":6}}}	2001050	177	1.25	1	3.10	outer_floor_d2	ring_floor_d2	71	stage09map_point_02	9113150	1	4	8	{"332":{"5003507":{"base":1,"amount":1}}}	0	0	0	10	
1009091	9013153	3	28	78	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511022":{"base":5,"amount":3},"0511015":{"base":3,"amount":2},"0505074":{"amount":6}}}	2001051	178	1.25	1	3.20	outer_floor_d2	ring_floor_d2	71	stage09map_point_03	9113153	2	4	8	{}	0	0	0	60	
1009092	9013153	3	28	78	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511003":{"base":3,"amount":2},"0505075":{"amount":6},"0505076":{"amount":6}}}	2001051	178	1.25	1	3.20	outer_floor_d2	ring_floor_d2	71	stage09map_point_03	9113153	2	4	8	{}	0	0	0	30	
1009093	9013153	3	28	78	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511003":{"base":3,"amount":2},"0505078":{"amount":3}}}	2001051	178	1.25	1	3.20	outer_floor_d2	ring_floor_d2	71	stage09map_point_03	9113153	2	4	8	{"332":{"5002505":{"base":1,"amount":1}}}	0	0	0	10	
1009121	9013156	3	28	80	28	6	0	{"150":{"0202009":{"amount":1}},"1000":{"0511010":{"base":1,"amount":2},"0511004":{"base":5,"amount":3},"0511022":{"base":3,"amount":2},"0505084":{"amount":6}}}	2001052	179	1.50	1	3.30	outer_floor_d2	ring_floor_d2	71	stage09map_point_04	9113156	1	4	8	{}	0	0	0	60	
1009122	9013156	3	28	80	28	6	0	{"150":{"0202007":{"amount":1}},"1000":{"0511022":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0505085":{"amount":3}}}	2001052	179	1.50	1	3.30	outer_floor_d2	ring_floor_d2	71	stage09map_point_04	9113156	1	4	8	{}	0	0	0	30	
1009123	9013156	3	28	80	28	6	0	{"150":{"0202007":{"amount":1}},"1000":{"0511022":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0505086":{"amount":6}}}	2001052	179	1.50	1	3.30	outer_floor_d2	ring_floor_d2	71	stage09map_point_04	9113156	1	4	8	{"332":{"5002505":{"base":1,"amount":1}}}	0	0	0	10	
1009151	9013159	3	28	80	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511010":{"base":1,"amount":2},"0511028":{"base":5,"amount":3},"0511027":{"base":3,"amount":2},"0505091":{"amount":3}}}	2001053	180	1.50	1	3.40	outer_floor_d2	ring_floor_d2	71	stage09map_point_05	9113159	2	4	8	{}	0	0	0	60	
1009152	9013159	3	28	80	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511010":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511027":{"base":3,"amount":2},"0505092":{"amount":3}}}	2001053	180	1.50	1	3.40	outer_floor_d2	ring_floor_d2	71	stage09map_point_05	9113159	2	4	8	{}	0	0	0	30	
1009153	9013159	3	28	80	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511010":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511027":{"base":3,"amount":2},"0505093":{"amount":6},"0505094":{"amount":6}}}	2001053	180	1.50	1	3.40	outer_floor_d2	ring_floor_d2	71	stage09map_point_05	9113159	2	4	8	{"332":{"5005508":{"base":1,"amount":1}}}	0	0	0	10	
1009181	9013162	3	28	80	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511016":{"base":1,"amount":2},"0511010":{"base":5,"amount":3},"0511004":{"base":3,"amount":2},"0505098":{"amount":6},"0505099":{"amount":6}}}	2001054	181	1.75	1	3.50	outer_floor_d2	ring_floor_d2	71	stage09map_point_06	9113162	1	4	8	{}	0	0	0	60	
1009182	9013162	3	28	80	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511016":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511003":{"base":3,"amount":2},"0505100":{"amount":6}}}	2001054	181	1.75	1	3.50	outer_floor_d2	ring_floor_d2	71	stage09map_point_06	9113162	1	4	8	{}	0	0	0	30	
1009183	9013162	3	28	80	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511016":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511003":{"base":3,"amount":2},"0505203":{"amount":6}}}	2001054	181	1.75	1	3.50	outer_floor_d2	ring_floor_d2	71	stage09map_point_06	9113162	1	4	8	{"332":{"5005508":{"base":1,"amount":1}}}	0	0	0	10	
1010031	9013165	3	28	83	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511010":{"base":1,"amount":2},"0511004":{"base":5,"amount":3},"0511016":{"base":3,"amount":2},"0505209":{"amount":6}}}	2001055	194	2.00	1	3.60	outer_floor_d3	ring_floor_d3	81	stage10map_point_01	9113165	2	4	8	{}	0	0	0	60	
1010032	9013165	3	28	83	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511022":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511009":{"base":3,"amount":2},"0505658":{"amount":6}}}	2001055	194	2.00	1	3.60	outer_floor_d3	ring_floor_d3	81	stage10map_point_01	9113165	2	4	8	{}	0	0	0	30	
1010033	9013165	3	28	83	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511022":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511009":{"base":3,"amount":2},"0505664":{"amount":6}}}	2001055	194	2.00	1	3.60	outer_floor_d3	ring_floor_d3	81	stage10map_point_01	9113165	2	4	8	{"332":{"5005509":{"base":1,"amount":1}}}	0	0	0	10	
1010061	9013168	3	28	83	28	6	0	{"1000":{"0511009":{"base":1,"amount":2},"0511010":{"base":5,"amount":3},"0511028":{"base":3,"amount":2},"0506062":{"amount":3}}}	2001056	195	2.00	1	3.60	outer_floor_d3	ring_floor_d3	81	stage10map_point_02	9113168	2	4	8	{}	0	0	0	60	
1010062	9013168	3	28	83	28	6	0	{"1000":{"0511010":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511027":{"base":3,"amount":2},"0506063":{"amount":6},"0506003":{"amount":3}}}	2001056	195	2.00	1	3.60	outer_floor_d3	ring_floor_d3	81	stage10map_point_02	9113168	2	4	8	{}	0	0	0	30	
1010063	9013168	3	28	83	28	6	0	{"1000":{"0511010":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511027":{"base":3,"amount":2},"0506067":{"amount":6}}}	2001056	195	2.00	1	3.60	outer_floor_d3	ring_floor_d3	81	stage10map_point_02	9113168	2	4	8	{"332":{"5005509":{"base":1,"amount":1}}}	0	0	0	10	
